PhysicalActivity5OrMoreDays,activity_days,QN80_group,BMIPCT
6.0,5.0,Met recommendation,98.65514685
4.0,3.0,Did not meet recommendation,74.85709219
7.0,6.0,Met recommendation,50.34303343
1.0,0.0,Did not meet recommendation,15.1779208
8.0,7.0,Met recommendation,23.65339914
3.0,2.0,Did not meet recommendation,40.69839771
2.0,1.0,Did not meet recommendation,98.52899359
1.0,0.0,Did not meet recommendation,34.59146656
2.0,1.0,Did not meet recommendation,88.95708645
3.0,2.0,Did not meet recommendation,47.22319469
6.0,5.0,Met recommendation,93.26943276
8.0,7.0,Met recommendation,94.03000955
2.0,1.0,Did not meet recommendation,79.30626093
4.0,3.0,Did not meet recommendation,86.68831688
1.0,0.0,Did not meet recommendation,87.02647953
4.0,3.0,Did not meet recommendation,44.95264333
4.0,3.0,Did not meet recommendation,52.03783328
1.0,0.0,Did not meet recommendation,54.81893823
5.0,4.0,Did not meet recommendation,38.84735987
4.0,3.0,Did not meet recommendation,43.63390292
1.0,0.0,Did not meet recommendation,59.72383084
6.0,5.0,Met recommendation,62.48035985
1.0,0.0,Did not meet recommendation,43.63390292
4.0,3.0,Did not meet recommendation,63.48927185
5.0,4.0,Did not meet recommendation,74.34578782
2.0,1.0,Did not meet recommendation,78.13156862
2.0,1.0,Did not meet recommendation,71.65336161
1.0,0.0,Did not meet recommendation,25.42919289
1.0,0.0,Did not meet recommendation,50.92911636
1.0,0.0,Did not meet recommendation,46.66948125
4.0,3.0,Did not meet recommendation,40.72196729
3.0,2.0,Did not meet recommendation,32.35454194
1.0,0.0,Did not meet recommendation,96.61958946
2.0,1.0,Did not meet recommendation,41.76200357
3.0,2.0,Did not meet recommendation,99.54353781
2.0,1.0,Did not meet recommendation,96.98288299
3.0,2.0,Did not meet recommendation,92.18630697
6.0,5.0,Met recommendation,63.80400179
1.0,0.0,Did not meet recommendation,99.32950158
3.0,2.0,Did not meet recommendation,58.07262747
7.0,6.0,Met recommendation,50.41309274
1.0,0.0,Did not meet recommendation,97.92871792
4.0,3.0,Did not meet recommendation,95.05072248
1.0,0.0,Did not meet recommendation,68.36945909
6.0,5.0,Met recommendation,76.12920997
5.0,4.0,Did not meet recommendation,48.48588362
4.0,3.0,Did not meet recommendation,92.75239448
6.0,5.0,Met recommendation,57.7634963
4.0,3.0,Did not meet recommendation,75.41427172
8.0,7.0,Met recommendation,75.23744118
3.0,2.0,Did not meet recommendation,96.3004316
1.0,0.0,Did not meet recommendation,96.22126431
2.0,1.0,Did not meet recommendation,96.2739447
5.0,4.0,Did not meet recommendation,40.07525181
3.0,2.0,Did not meet recommendation,57.76940034
3.0,2.0,Did not meet recommendation,20.76860603
7.0,6.0,Met recommendation,87.58322745
8.0,7.0,Met recommendation,45.1520129
3.0,2.0,Did not meet recommendation,59.75373678
5.0,4.0,Did not meet recommendation,95.04052672
4.0,3.0,Did not meet recommendation,5.086495135
6.0,5.0,Met recommendation,25.70763057
5.0,4.0,Did not meet recommendation,19.47297454
7.0,6.0,Met recommendation,98.39556937
6.0,5.0,Met recommendation,91.62890905
8.0,7.0,Met recommendation,64.22682777
1.0,0.0,Did not meet recommendation,97.04821528
2.0,1.0,Did not meet recommendation,24.74468341
1.0,0.0,Did not meet recommendation,75.7094979
4.0,3.0,Did not meet recommendation,57.7634963
8.0,7.0,Met recommendation,98.6229184
2.0,1.0,Did not meet recommendation,71.88886111
8.0,7.0,Met recommendation,97.96732504
8.0,7.0,Met recommendation,71.50005362
4.0,3.0,Did not meet recommendation,76.13757745
8.0,7.0,Met recommendation,72.27212496
4.0,3.0,Did not meet recommendation,76.44732558
4.0,3.0,Did not meet recommendation,38.13156894
8.0,7.0,Met recommendation,90.25530239
1.0,0.0,Did not meet recommendation,69.88257682
8.0,7.0,Met recommendation,64.26150224
6.0,5.0,Met recommendation,98.64459528
6.0,5.0,Met recommendation,28.54864874
1.0,0.0,Did not meet recommendation,72.16135334
1.0,0.0,Did not meet recommendation,71.40661886
6.0,5.0,Met recommendation,90.52601655
4.0,3.0,Did not meet recommendation,71.41544094
8.0,7.0,Met recommendation,45.29941242
7.0,6.0,Met recommendation,73.82113136
1.0,0.0,Did not meet recommendation,87.76959561
6.0,5.0,Met recommendation,52.41155379
3.0,2.0,Did not meet recommendation,61.64162643
3.0,2.0,Did not meet recommendation,67.48018081
1.0,0.0,Did not meet recommendation,74.22155378
5.0,4.0,Did not meet recommendation,70.07852644
8.0,7.0,Met recommendation,50.87045271
2.0,1.0,Did not meet recommendation,93.55841952
8.0,7.0,Met recommendation,79.19538136
1.0,0.0,Did not meet recommendation,98.88985673
4.0,3.0,Did not meet recommendation,98.1460872
8.0,7.0,Met recommendation,84.84665926
8.0,7.0,Met recommendation,97.62057642
8.0,7.0,Met recommendation,24.19083228
8.0,7.0,Met recommendation,92.61569365
3.0,2.0,Did not meet recommendation,37.96185911
1.0,0.0,Did not meet recommendation,36.8619196
6.0,5.0,Met recommendation,55.7534678
4.0,3.0,Did not meet recommendation,83.27464083
2.0,1.0,Did not meet recommendation,9.585656187
6.0,5.0,Met recommendation,70.84066228
8.0,7.0,Met recommendation,71.40661886
1.0,0.0,Did not meet recommendation,88.31205805
1.0,0.0,Did not meet recommendation,44.29519256
8.0,7.0,Met recommendation,59.02079621
1.0,0.0,Did not meet recommendation,84.61437224
2.0,1.0,Did not meet recommendation,66.72581086
3.0,2.0,Did not meet recommendation,16.94993769
2.0,1.0,Did not meet recommendation,25.70763057
1.0,0.0,Did not meet recommendation,89.59113592
1.0,0.0,Did not meet recommendation,76.1728684
1.0,0.0,Did not meet recommendation,98.64353547
5.0,4.0,Did not meet recommendation,72.60095123
6.0,5.0,Met recommendation,59.20622433
7.0,6.0,Met recommendation,27.63258692
8.0,7.0,Met recommendation,78.52962614
7.0,6.0,Met recommendation,51.7428672
8.0,7.0,Met recommendation,95.9775916
1.0,0.0,Did not meet recommendation,99.75725428
7.0,6.0,Met recommendation,94.79049664
1.0,0.0,Did not meet recommendation,23.10048656
5.0,4.0,Did not meet recommendation,97.91616983
1.0,0.0,Did not meet recommendation,17.93321779
7.0,6.0,Met recommendation,62.27885472
7.0,6.0,Met recommendation,52.96298965
4.0,3.0,Did not meet recommendation,57.52992298
1.0,0.0,Did not meet recommendation,52.08583923
1.0,0.0,Did not meet recommendation,91.74867665
6.0,5.0,Met recommendation,44.87060316
8.0,7.0,Met recommendation,95.74192503
1.0,0.0,Did not meet recommendation,48.78013478
1.0,0.0,Did not meet recommendation,87.85531315
6.0,5.0,Met recommendation,37.18895874
6.0,5.0,Met recommendation,52.85458427
8.0,7.0,Met recommendation,91.45626301
1.0,0.0,Did not meet recommendation,78.82741877
3.0,2.0,Did not meet recommendation,41.98150796
5.0,4.0,Did not meet recommendation,97.40429537
1.0,0.0,Did not meet recommendation,9.166422739
8.0,7.0,Met recommendation,83.86594073
1.0,0.0,Did not meet recommendation,99.69964941
8.0,7.0,Met recommendation,94.22723364
8.0,7.0,Met recommendation,79.36575134
6.0,5.0,Met recommendation,61.12521977
8.0,7.0,Met recommendation,58.87622836
4.0,3.0,Did not meet recommendation,60.88256096
1.0,0.0,Did not meet recommendation,41.76200357
8.0,7.0,Met recommendation,99.45866117
4.0,3.0,Did not meet recommendation,56.12875598
4.0,3.0,Did not meet recommendation,89.23352868
4.0,3.0,Did not meet recommendation,33.25918052
1.0,0.0,Did not meet recommendation,99.57418334
8.0,7.0,Met recommendation,46.1848097
6.0,5.0,Met recommendation,68.33176627
6.0,5.0,Met recommendation,97.26219433
7.0,6.0,Met recommendation,51.77995186
7.0,6.0,Met recommendation,98.31539033
6.0,5.0,Met recommendation,27.10908769
8.0,7.0,Met recommendation,23.65339914
8.0,7.0,Met recommendation,91.91272625
1.0,0.0,Did not meet recommendation,37.41808551
5.0,4.0,Did not meet recommendation,96.08247322
1.0,0.0,Did not meet recommendation,97.53583218
1.0,0.0,Did not meet recommendation,74.23946269
1.0,0.0,Did not meet recommendation,50.87045271
5.0,4.0,Did not meet recommendation,66.72581086
6.0,5.0,Met recommendation,62.47075585
8.0,7.0,Met recommendation,82.85855127
1.0,0.0,Did not meet recommendation,97.45264335
8.0,7.0,Met recommendation,19.81929446
8.0,7.0,Met recommendation,97.697802
6.0,5.0,Met recommendation,95.33664298
6.0,5.0,Met recommendation,92.1853654
3.0,2.0,Did not meet recommendation,98.40324857
3.0,2.0,Did not meet recommendation,99.40020157
5.0,4.0,Did not meet recommendation,33.05049209
7.0,6.0,Met recommendation,97.1084204
6.0,5.0,Met recommendation,27.57233516
1.0,0.0,Did not meet recommendation,35.48539341
6.0,5.0,Met recommendation,8.844227367
1.0,0.0,Did not meet recommendation,77.20364961
1.0,0.0,Did not meet recommendation,85.34776744
4.0,3.0,Did not meet recommendation,63.97414542
2.0,1.0,Did not meet recommendation,5.784497241
1.0,0.0,Did not meet recommendation,79.26538475
8.0,7.0,Met recommendation,84.05862686
1.0,0.0,Did not meet recommendation,6.915720496
6.0,5.0,Met recommendation,76.4894434
8.0,7.0,Met recommendation,80.3927078
5.0,4.0,Did not meet recommendation,85.29469889
1.0,0.0,Did not meet recommendation,96.55412822
5.0,4.0,Did not meet recommendation,53.96737126
1.0,0.0,Did not meet recommendation,31.05604841
4.0,3.0,Did not meet recommendation,85.3639689
2.0,1.0,Did not meet recommendation,13.45885767
8.0,7.0,Met recommendation,62.81069922
4.0,3.0,Did not meet recommendation,66.76021312
6.0,5.0,Met recommendation,51.74396482
8.0,7.0,Met recommendation,99.69353586
3.0,2.0,Did not meet recommendation,12.29980685
6.0,5.0,Met recommendation,62.99923985
1.0,0.0,Did not meet recommendation,90.00861142
8.0,7.0,Met recommendation,39.00910544
3.0,2.0,Did not meet recommendation,43.14984367
1.0,0.0,Did not meet recommendation,78.8652418
1.0,0.0,Did not meet recommendation,72.98083347
1.0,0.0,Did not meet recommendation,63.97414542
1.0,0.0,Did not meet recommendation,75.0530445
1.0,0.0,Did not meet recommendation,40.85216047
4.0,3.0,Did not meet recommendation,90.89468397
1.0,0.0,Did not meet recommendation,26.07044048
5.0,4.0,Did not meet recommendation,33.05049209
8.0,7.0,Met recommendation,68.58082347
5.0,4.0,Did not meet recommendation,66.94864532
6.0,5.0,Met recommendation,73.05961868
4.0,3.0,Did not meet recommendation,91.86658501
5.0,4.0,Did not meet recommendation,95.70235871
4.0,3.0,Did not meet recommendation,52.25342381
3.0,2.0,Did not meet recommendation,89.41877746
6.0,5.0,Met recommendation,99.58606024
3.0,2.0,Did not meet recommendation,71.18192791
1.0,0.0,Did not meet recommendation,62.71201935
2.0,1.0,Did not meet recommendation,94.02094456
8.0,7.0,Met recommendation,49.31286868
6.0,5.0,Met recommendation,98.51277534
4.0,3.0,Did not meet recommendation,82.60338502
3.0,2.0,Did not meet recommendation,4.86964072
8.0,7.0,Met recommendation,88.48320377
8.0,7.0,Met recommendation,36.8619196
8.0,7.0,Met recommendation,47.22319469
5.0,4.0,Did not meet recommendation,84.41178425
8.0,7.0,Met recommendation,93.62257815
7.0,6.0,Met recommendation,97.45319613
2.0,1.0,Did not meet recommendation,27.95943151
7.0,6.0,Met recommendation,64.9623322
1.0,0.0,Did not meet recommendation,32.81098818
8.0,7.0,Met recommendation,77.04936127
1.0,0.0,Did not meet recommendation,7.610620506
8.0,7.0,Met recommendation,70.40604141
2.0,1.0,Did not meet recommendation,53.50194471
3.0,2.0,Did not meet recommendation,69.14575628
8.0,7.0,Met recommendation,87.28304242
8.0,7.0,Met recommendation,65.22758067
4.0,3.0,Did not meet recommendation,31.51531564
3.0,2.0,Did not meet recommendation,92.43894051
8.0,7.0,Met recommendation,92.40387152
8.0,7.0,Met recommendation,83.8443561
3.0,2.0,Did not meet recommendation,95.35210358
1.0,0.0,Did not meet recommendation,79.52427005
6.0,5.0,Met recommendation,67.33594521
3.0,2.0,Did not meet recommendation,97.9696822
1.0,0.0,Did not meet recommendation,76.28817411
1.0,0.0,Did not meet recommendation,9.826057182
6.0,5.0,Met recommendation,52.00817272
5.0,4.0,Did not meet recommendation,52.03783328
2.0,1.0,Did not meet recommendation,51.08706269
1.0,0.0,Did not meet recommendation,83.90660452
4.0,3.0,Did not meet recommendation,83.45551184
1.0,0.0,Did not meet recommendation,49.20619657
8.0,7.0,Met recommendation,97.45319613
7.0,6.0,Met recommendation,57.65945829
6.0,5.0,Met recommendation,61.12521977
8.0,7.0,Met recommendation,92.69214213
7.0,6.0,Met recommendation,7.795843149
8.0,7.0,Met recommendation,76.12248364
8.0,7.0,Met recommendation,80.90775091
6.0,5.0,Met recommendation,99.54731513
6.0,5.0,Met recommendation,68.83070878
8.0,7.0,Met recommendation,96.87222741
8.0,7.0,Met recommendation,37.55228267
8.0,7.0,Met recommendation,67.61531882
3.0,2.0,Did not meet recommendation,98.85282379
8.0,7.0,Met recommendation,94.60980443
5.0,4.0,Did not meet recommendation,96.45674953
6.0,5.0,Met recommendation,83.57086706
7.0,6.0,Met recommendation,98.06886403
6.0,5.0,Met recommendation,57.65945829
4.0,3.0,Did not meet recommendation,77.91537579
1.0,0.0,Did not meet recommendation,28.59746673
1.0,0.0,Did not meet recommendation,96.22862709
1.0,0.0,Did not meet recommendation,98.49849827
1.0,0.0,Did not meet recommendation,98.75128569
1.0,0.0,Did not meet recommendation,83.30380638
2.0,1.0,Did not meet recommendation,13.35510653
2.0,1.0,Did not meet recommendation,89.4936777
8.0,7.0,Met recommendation,74.34578782
1.0,0.0,Did not meet recommendation,42.35560365
3.0,2.0,Did not meet recommendation,98.26889208
3.0,2.0,Did not meet recommendation,42.1484795
1.0,0.0,Did not meet recommendation,53.20245682
1.0,0.0,Did not meet recommendation,83.06926617
2.0,1.0,Did not meet recommendation,15.53240804
8.0,7.0,Met recommendation,43.14984367
1.0,0.0,Did not meet recommendation,38.13969216
3.0,2.0,Did not meet recommendation,4.570735781
8.0,7.0,Met recommendation,87.44951172
6.0,5.0,Met recommendation,98.54688551
4.0,3.0,Did not meet recommendation,61.12521977
4.0,3.0,Did not meet recommendation,12.80506491
7.0,6.0,Met recommendation,99.18115262
8.0,7.0,Met recommendation,40.5504485
8.0,7.0,Met recommendation,51.7428672
8.0,7.0,Met recommendation,81.28606112
8.0,7.0,Met recommendation,73.6816322
4.0,3.0,Did not meet recommendation,12.35928755
3.0,2.0,Did not meet recommendation,97.88467832
1.0,0.0,Did not meet recommendation,51.32765319
8.0,7.0,Met recommendation,53.2684037
2.0,1.0,Did not meet recommendation,98.71467716
1.0,0.0,Did not meet recommendation,80.60917805
7.0,6.0,Met recommendation,98.11330021
1.0,0.0,Did not meet recommendation,77.26466634
1.0,0.0,Did not meet recommendation,66.72581086
8.0,7.0,Met recommendation,83.57086706
1.0,0.0,Did not meet recommendation,98.58464673
4.0,3.0,Did not meet recommendation,45.94823752
1.0,0.0,Did not meet recommendation,66.08825915
1.0,0.0,Did not meet recommendation,10.99453961
1.0,0.0,Did not meet recommendation,10.99453961
1.0,0.0,Did not meet recommendation,85.29469889
6.0,5.0,Met recommendation,47.9840088
1.0,0.0,Did not meet recommendation,86.37201124
6.0,5.0,Met recommendation,54.04791735
3.0,2.0,Did not meet recommendation,96.35496723
8.0,7.0,Met recommendation,37.55228267
8.0,7.0,Met recommendation,95.0351687
8.0,7.0,Met recommendation,74.16259684
4.0,3.0,Did not meet recommendation,89.08334673
8.0,7.0,Met recommendation,97.28977513
8.0,7.0,Met recommendation,94.18563779
6.0,5.0,Met recommendation,98.95528436
4.0,3.0,Did not meet recommendation,98.88586119
2.0,1.0,Did not meet recommendation,84.96007198
1.0,0.0,Did not meet recommendation,64.71334988
1.0,0.0,Did not meet recommendation,42.1484795
4.0,3.0,Did not meet recommendation,34.53400478
1.0,0.0,Did not meet recommendation,94.79064882
4.0,3.0,Did not meet recommendation,83.91905866
6.0,5.0,Met recommendation,91.97158547
8.0,7.0,Met recommendation,98.6366389
1.0,0.0,Did not meet recommendation,91.80020265
8.0,7.0,Met recommendation,32.17782502
1.0,0.0,Did not meet recommendation,63.5095513
6.0,5.0,Met recommendation,92.59985649
3.0,2.0,Did not meet recommendation,46.2734882
8.0,7.0,Met recommendation,69.5988229
1.0,0.0,Did not meet recommendation,97.4004263
5.0,4.0,Did not meet recommendation,43.30369499
4.0,3.0,Did not meet recommendation,97.43758591
8.0,7.0,Met recommendation,87.87854754
1.0,0.0,Did not meet recommendation,0.929557116
6.0,5.0,Met recommendation,25.53707289
8.0,7.0,Met recommendation,57.95910476
4.0,3.0,Did not meet recommendation,94.19883346
5.0,4.0,Did not meet recommendation,98.55640316
2.0,1.0,Did not meet recommendation,74.77496983
4.0,3.0,Did not meet recommendation,67.24002801
3.0,2.0,Did not meet recommendation,78.75181773
2.0,1.0,Did not meet recommendation,45.29329976
1.0,0.0,Did not meet recommendation,88.13215349
5.0,4.0,Did not meet recommendation,99.54352038
1.0,0.0,Did not meet recommendation,78.35309341
1.0,0.0,Did not meet recommendation,62.39033084
6.0,5.0,Met recommendation,76.56454492
1.0,0.0,Did not meet recommendation,76.13913858
4.0,3.0,Did not meet recommendation,55.87295671
4.0,3.0,Did not meet recommendation,61.00492226
6.0,5.0,Met recommendation,83.86594073
4.0,3.0,Did not meet recommendation,96.11741722
8.0,7.0,Met recommendation,61.99475713
8.0,7.0,Met recommendation,98.77391932
8.0,7.0,Met recommendation,72.40258838
6.0,5.0,Met recommendation,54.63077194
1.0,0.0,Did not meet recommendation,61.19590386
1.0,0.0,Did not meet recommendation,99.02108621
1.0,0.0,Did not meet recommendation,86.77254657
1.0,0.0,Did not meet recommendation,89.58309072
1.0,0.0,Did not meet recommendation,14.37822027
3.0,2.0,Did not meet recommendation,96.02667209
5.0,4.0,Did not meet recommendation,82.38806861
2.0,1.0,Did not meet recommendation,84.17926903
7.0,6.0,Met recommendation,33.10249599
1.0,0.0,Did not meet recommendation,57.47968392
7.0,6.0,Met recommendation,38.19455451
3.0,2.0,Did not meet recommendation,92.39337265
4.0,3.0,Did not meet recommendation,30.67625774
1.0,0.0,Did not meet recommendation,98.7537901
5.0,4.0,Did not meet recommendation,30.65152815
8.0,7.0,Met recommendation,74.45590053
4.0,3.0,Did not meet recommendation,98.75061094
1.0,0.0,Did not meet recommendation,93.26857475
8.0,7.0,Met recommendation,87.66542983
1.0,0.0,Did not meet recommendation,95.41000401
5.0,4.0,Did not meet recommendation,79.6996478
4.0,3.0,Did not meet recommendation,63.41242342
1.0,0.0,Did not meet recommendation,81.87688043
8.0,7.0,Met recommendation,48.517711
4.0,3.0,Did not meet recommendation,33.10249599
4.0,3.0,Did not meet recommendation,65.18294598
1.0,0.0,Did not meet recommendation,99.46070778
1.0,0.0,Did not meet recommendation,69.06164596
2.0,1.0,Did not meet recommendation,66.08178759
6.0,5.0,Met recommendation,81.84947412
1.0,0.0,Did not meet recommendation,93.04210866
1.0,0.0,Did not meet recommendation,19.47297454
6.0,5.0,Met recommendation,57.0210877
1.0,0.0,Did not meet recommendation,93.85224358
1.0,0.0,Did not meet recommendation,99.72291252
6.0,5.0,Met recommendation,19.64382031
1.0,0.0,Did not meet recommendation,46.07997675
1.0,0.0,Did not meet recommendation,78.58439332
1.0,0.0,Did not meet recommendation,90.69075623
1.0,0.0,Did not meet recommendation,95.75709653
3.0,2.0,Did not meet recommendation,92.0123153
1.0,0.0,Did not meet recommendation,70.7433751
2.0,1.0,Did not meet recommendation,43.15546548
2.0,1.0,Did not meet recommendation,5.580176718
1.0,0.0,Did not meet recommendation,55.80107617
8.0,7.0,Met recommendation,78.75181773
5.0,4.0,Did not meet recommendation,96.20990788
6.0,5.0,Met recommendation,48.32468565
1.0,0.0,Did not meet recommendation,35.66865835
3.0,2.0,Did not meet recommendation,46.07997675
1.0,0.0,Did not meet recommendation,82.19258456
6.0,5.0,Met recommendation,40.85194501
5.0,4.0,Did not meet recommendation,5.259849103
6.0,5.0,Met recommendation,73.65945206
6.0,5.0,Met recommendation,42.9070731
4.0,3.0,Did not meet recommendation,28.01092293
7.0,6.0,Met recommendation,56.4762692
8.0,7.0,Met recommendation,14.37822027
3.0,2.0,Did not meet recommendation,39.9715367
6.0,5.0,Met recommendation,56.49333062
5.0,4.0,Did not meet recommendation,48.98596485
4.0,3.0,Did not meet recommendation,73.28808125
2.0,1.0,Did not meet recommendation,62.27885472
2.0,1.0,Did not meet recommendation,61.09642433
5.0,4.0,Did not meet recommendation,86.48966513
8.0,7.0,Met recommendation,98.84349383
5.0,4.0,Did not meet recommendation,78.52329339
3.0,2.0,Did not meet recommendation,60.66321529
4.0,3.0,Did not meet recommendation,97.93367044
3.0,2.0,Did not meet recommendation,78.35309341
8.0,7.0,Met recommendation,83.83640914
8.0,7.0,Met recommendation,77.20364961
7.0,6.0,Met recommendation,65.84221705
3.0,2.0,Did not meet recommendation,16.07384529
3.0,2.0,Did not meet recommendation,30.69589607
3.0,2.0,Did not meet recommendation,14.81753874
5.0,4.0,Did not meet recommendation,67.65550199
1.0,0.0,Did not meet recommendation,86.02675338
1.0,0.0,Did not meet recommendation,81.0700108
7.0,6.0,Met recommendation,84.94714487
1.0,0.0,Did not meet recommendation,27.90530303
6.0,5.0,Met recommendation,76.78280631
6.0,5.0,Met recommendation,55.78984744
8.0,7.0,Met recommendation,85.98757411
8.0,7.0,Met recommendation,47.13837771
7.0,6.0,Met recommendation,69.84285364
4.0,3.0,Did not meet recommendation,97.66610716
1.0,0.0,Did not meet recommendation,98.12670318
1.0,0.0,Did not meet recommendation,33.17546115
2.0,1.0,Did not meet recommendation,59.36187206
8.0,7.0,Met recommendation,15.52806328
7.0,6.0,Met recommendation,83.06926617
1.0,0.0,Did not meet recommendation,26.55639437
1.0,0.0,Did not meet recommendation,87.60504502
2.0,1.0,Did not meet recommendation,78.97182509
3.0,2.0,Did not meet recommendation,19.48598194
6.0,5.0,Met recommendation,54.59226081
7.0,6.0,Met recommendation,25.58698142
2.0,1.0,Did not meet recommendation,91.66386894
1.0,0.0,Did not meet recommendation,82.7028977
6.0,5.0,Met recommendation,52.82514857
1.0,0.0,Did not meet recommendation,87.8987
4.0,3.0,Did not meet recommendation,13.38047079
8.0,7.0,Met recommendation,48.8563915
2.0,1.0,Did not meet recommendation,68.46914024
8.0,7.0,Met recommendation,98.57684626
4.0,3.0,Did not meet recommendation,99.22859968
2.0,1.0,Did not meet recommendation,42.79220671
8.0,7.0,Met recommendation,43.71575113
1.0,0.0,Did not meet recommendation,95.95794077
7.0,6.0,Met recommendation,61.00492226
8.0,7.0,Met recommendation,93.87468769
2.0,1.0,Did not meet recommendation,75.41427172
7.0,6.0,Met recommendation,61.88431836
8.0,7.0,Met recommendation,2.76677126
5.0,4.0,Did not meet recommendation,10.79505704
6.0,5.0,Met recommendation,26.68936925
1.0,0.0,Did not meet recommendation,31.37615111
1.0,0.0,Did not meet recommendation,3.539030746
7.0,6.0,Met recommendation,37.86086693
2.0,1.0,Did not meet recommendation,74.80792049
6.0,5.0,Met recommendation,66.72581086
6.0,5.0,Met recommendation,44.35698162
6.0,5.0,Met recommendation,69.23037829
8.0,7.0,Met recommendation,98.10020721
4.0,3.0,Did not meet recommendation,85.37867038
1.0,0.0,Did not meet recommendation,98.76866042
4.0,3.0,Did not meet recommendation,70.1846005
4.0,3.0,Did not meet recommendation,74.42424318
6.0,5.0,Met recommendation,40.5504485
7.0,6.0,Met recommendation,94.51177834
6.0,5.0,Met recommendation,1.626257173
2.0,1.0,Did not meet recommendation,74.35426883
1.0,0.0,Did not meet recommendation,98.8000269
8.0,7.0,Met recommendation,92.46529889
3.0,2.0,Did not meet recommendation,62.32337542
8.0,7.0,Met recommendation,57.45496513
1.0,0.0,Did not meet recommendation,48.48588362
7.0,6.0,Met recommendation,68.02339104
2.0,1.0,Did not meet recommendation,61.11298954
1.0,0.0,Did not meet recommendation,9.60866394
1.0,0.0,Did not meet recommendation,82.19258456
1.0,0.0,Did not meet recommendation,13.9696424
4.0,3.0,Did not meet recommendation,88.28166178
1.0,0.0,Did not meet recommendation,28.36503577
1.0,0.0,Did not meet recommendation,32.67138795
1.0,0.0,Did not meet recommendation,97.10229155
3.0,2.0,Did not meet recommendation,34.21869952
6.0,5.0,Met recommendation,38.55106588
2.0,1.0,Did not meet recommendation,94.1589128
6.0,5.0,Met recommendation,77.26466634
1.0,0.0,Did not meet recommendation,85.27938216
2.0,1.0,Did not meet recommendation,99.35130299
3.0,2.0,Did not meet recommendation,96.18360059
3.0,2.0,Did not meet recommendation,68.13816439
4.0,3.0,Did not meet recommendation,98.00219755
3.0,2.0,Did not meet recommendation,94.7692501
3.0,2.0,Did not meet recommendation,31.69146229
3.0,2.0,Did not meet recommendation,40.07525181
6.0,5.0,Met recommendation,70.94099756
4.0,3.0,Did not meet recommendation,90.70856779
3.0,2.0,Did not meet recommendation,73.97695278
8.0,7.0,Met recommendation,50.14851643
1.0,0.0,Did not meet recommendation,94.56618555
8.0,7.0,Met recommendation,21.67031209
3.0,2.0,Did not meet recommendation,54.30602685
3.0,2.0,Did not meet recommendation,95.26378979
2.0,1.0,Did not meet recommendation,56.52032716
1.0,0.0,Did not meet recommendation,65.88575167
1.0,0.0,Did not meet recommendation,97.82993792
1.0,0.0,Did not meet recommendation,80.83682069
3.0,2.0,Did not meet recommendation,68.28334828
2.0,1.0,Did not meet recommendation,93.94831623
1.0,0.0,Did not meet recommendation,89.9964869
1.0,0.0,Did not meet recommendation,29.94956941
6.0,5.0,Met recommendation,94.37294768
1.0,0.0,Did not meet recommendation,19.95310743
5.0,4.0,Did not meet recommendation,63.10741439
2.0,1.0,Did not meet recommendation,25.66481149
5.0,4.0,Did not meet recommendation,80.50659742
7.0,6.0,Met recommendation,91.89342822
1.0,0.0,Did not meet recommendation,88.01784697
1.0,0.0,Did not meet recommendation,99.07953216
4.0,3.0,Did not meet recommendation,27.48917336
2.0,1.0,Did not meet recommendation,79.44842029
4.0,3.0,Did not meet recommendation,51.28932037
6.0,5.0,Met recommendation,95.21993357
1.0,0.0,Did not meet recommendation,96.43469449
2.0,1.0,Did not meet recommendation,41.41134339
3.0,2.0,Did not meet recommendation,62.20949468
2.0,1.0,Did not meet recommendation,92.84085921
1.0,0.0,Did not meet recommendation,87.95841164
5.0,4.0,Did not meet recommendation,95.77143702
3.0,2.0,Did not meet recommendation,38.60495566
1.0,0.0,Did not meet recommendation,94.76146621
1.0,0.0,Did not meet recommendation,98.42558696
4.0,3.0,Did not meet recommendation,66.62027906
2.0,1.0,Did not meet recommendation,59.75373678
7.0,6.0,Met recommendation,99.387088
8.0,7.0,Met recommendation,97.697802
2.0,1.0,Did not meet recommendation,99.73612918
2.0,1.0,Did not meet recommendation,4.803568921
5.0,4.0,Did not meet recommendation,80.59668985
2.0,1.0,Did not meet recommendation,2.860725811
1.0,0.0,Did not meet recommendation,35.43738756
1.0,0.0,Did not meet recommendation,72.08322728
2.0,1.0,Did not meet recommendation,87.02647953
1.0,0.0,Did not meet recommendation,23.65339914
8.0,7.0,Met recommendation,69.86952348
8.0,7.0,Met recommendation,84.03120163
2.0,1.0,Did not meet recommendation,48.87334836
8.0,7.0,Met recommendation,60.9709885
8.0,7.0,Met recommendation,82.31303268
4.0,3.0,Did not meet recommendation,65.43337435
8.0,7.0,Met recommendation,21.84739911
1.0,0.0,Did not meet recommendation,86.43676218
8.0,7.0,Met recommendation,34.10784442
2.0,1.0,Did not meet recommendation,58.80316684
2.0,1.0,Did not meet recommendation,82.1545869
2.0,1.0,Did not meet recommendation,52.85458427
8.0,7.0,Met recommendation,88.66598382
2.0,1.0,Did not meet recommendation,38.13156894
8.0,7.0,Met recommendation,85.77710766
8.0,7.0,Met recommendation,97.4359467
4.0,3.0,Did not meet recommendation,75.42161697
1.0,0.0,Did not meet recommendation,78.93934688
6.0,5.0,Met recommendation,19.66638439
